age,race,gender,employment,education,married,person_living_in_house,salary,house_type,house_value,vehicle,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment
37,Kree,M,Employed,Diploma,Yes,5,2K to 3K,Own house - double storey terrace,400K to 500K,Asia brand car,0,2000,Own transport,200,0,1200,600,1500,0,100,1300,0
69,Skrull,F,Private sector retiree,High School,Yes,1,Less than 1K,Rental house - single storey,,Did not own any vehicle,300,0,,0,0,0,200,0,0,0,0,0
70,Kree,M,Self-employed,High School,Yes,6,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,400,0,300,100,0,0,0,0,0
32,Sapiens,F,Employed,Bachelor's Degree,Yes,2,5K to 6K,Parent's house,,Asia brand car,0,0,Own transport,1000,0,500,1000,0,1000,0,1000,0
50,Kree,M,Self-employed,Diploma,Yes,3,4K to 5K,Own house - condominiums,Below 100K,Local brand car,,0,Own transport,1100,,1000,3000,500,,,500,
67,Skrull,F,Unemployed,High School,No,1,Less than 1K,Parent's house,,Did not own any vehicle,300,0,,0,0,0,0,0,0,0,0,0
28,Skrull,F,Employed,Bachelor's Degree,No,6,2K to 3K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,500,3000,,0,0,0,0
51,Skrull,M,Employed,High School,Yes,5,4K to 5K,Own house - double storey terrace,600K to 700K,Local brand car,0,1900,Own transport,1000,0,4000,300,400,0,0,0,0
54,Kree,M,Employed,High School,Yes,4,3K to 4K,Own house - one storey terrace,100K to 200K,Asia brand car,0,1000,Own transport,500,0,600,2000,300,0,0,0,0
38,Skrull,F,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,350,,0,0,300,500,200,0,0,0,0
56,Kree,M,Government retiree,High School,Yes,6,2K to 3K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,750,0,80,700,550,0,0,0,0
31,Skrull,M,Employed,Certificates,No,4,2K to 3K,Parent's house,,Asia brand car,0,800,Own transport,300,0,400,500,0,0,100,0,0
69,Skrull,F,Government retiree,High School,Yes,6,1K to 2K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,350,,0,0,500,1000,500,,0,0,0
56,Kree,M,Self-employed,High School,Yes,3,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,100,0,170,600,50,0,0,0,0
58,Kree,M,Employed,High School,Yes,7,2K to 3K,Rental house - single storey,100K to 200K,Local brand car,250,0,Own transport,200,0,150,300,100,0,0,0,0
70,Kree,M,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,,0,Own transport,10,,60,200,0,,,,
55,Kree,F,Unemployed,High School,Yes,8,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,50,0,80,0,120,0,0,0,0
59,Skrull,M,Unemployed,High School,Yes,5,Less than 1K,Own house - flat,Below 100K,Local brand car,0,450,Own transport,650,0,600,300,400,0,0,0,0
53,Kree,F,Self-employed,High School,Divorcee,2,Less than 1K,Own house - kampung / wooden house,,Motorcycle,0,0,Own transport,30,0,20,400,100,0,0,0,0
74,Sapiens,M,Employed,High School,No,1,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,1740,0,0,450,0,0,0,0,0
26,Sapiens,F,Employed,Bachelor's Degree,No,3,2K to 3K,Parent's house,Below 100K,Did not own any vehicle,,0,Own transport,300,,0,500,0,,150,,
71,Kree,M,Government retiree,High School,Yes,7,1K to 2K,Own house - kampung / wooden house,100K to 200K,Local brand car,0,0,Own transport,200,0,200,600,0,0,0,0,0
45,Kree,M,Employed,High School,Yes,7,3K to 4K,Own house - one storey terrace,200K to 300K,Local brand car,0,350,Own transport,200,0,150,300,150,260,0,0,0
59,Kree,M,Employed,High School,Yes,8,4K to 5K,Own house - kampung / wooden house,300K to 400K,Local brand car,0,1000,Own transport,2000,0,1000,1500,300,900,0,0,0
56,Sapiens,M,Self-employed,High School,Yes,4,3K to 4K,Own house - bungalows,More than 1M,Asia brand car,0,0,Own transport,400,,200,1000,0,0,0,0,0
25,Kree,F,Employed,Diploma,No,5,1K to 2K,Rental house - flat,,Motorcycle,200,0,,60,0,50,300,0,280,200,,
28,Sapiens,M,Unemployed,Bachelor's Degree,No,1,Less than 1K,Parent's house,,Asia brand car,0,0,,200,0,0,500,0,0,200,0,0
60,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Rental house - kampung / wooden house,100K to 200K,Motorcycle,160,0,Own transport,100,0,150,300,0,0,0,0,0
69,Sapiens,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
59,Skrull,M,Unemployed,High School,No,3,Less than 1K,Parent's house,,Motorcycle,0,0,,0,0,0,0,0,0,0,0,0
51,Skrull,F,Unemployed,High School,Yes,3,,Rental house - double storey terrace,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
59,Kree,M,Government retiree,High School,Yes,6,2K to 3K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,200,0,300,500,0,0,0,0,0
38,Sapiens,F,Employed,Bachelor's Degree,Yes,3,Less than 1K,Own house - double storey terrace,500K to 600K,Asia brand car,0,2000,,0,0,200,2000,1000,0,0,0,0
31,Kree,F,Employed,Diploma,Yes,5,5K to 6K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,400,0,500,500,700,400,0,0,0
54,Kree,M,Employed,High School,Yes,8,3K to 4K,Own house - one storey terrace,100K to 200K,Motorcycle,0,200,Own transport,200,0,500,1000,1000,260,0,0,0
59,Kree,F,Unemployed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,0,,150,0,100,300,0,0,0,0,0
77,Kree,F,Government retiree,High School,Yes,5,Less than 1K,Rental house - flat,,Did not own any vehicle,124,0,,0,0,400,500,0,0,0,0,0
30,Kree,M,Employed,Diploma,No,3,1K to 2K,Rental house - single storey,,Local brand car,400,0,Own transport,80,0,250,400,0,0,0,0,281
42,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,100,0,50,500,300,0,0,0,0
53,Kree,M,Self-employed,High School,Yes,5,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,600,0,270,300,150,0,0,0,90
29,Kree,F,Employed,Diploma,Yes,3,3K to 4K,Rental house - single storey,,Local brand car,0,400,Own transport,700,0,100,200,250,0,0,0,280
65,Others,F,Others,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,Public transport,,80,50,800,0,0,0,0,0
65,Sapiens,M,Others,High School,Yes,3,2K to 3K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,50,0,200,500,0,0,0,0,0
71,Kree,F,Unemployed,High School,Yes,6,Less than 1K,Own house - kampung / wooden house,,Motorcycle,0,0,Own transport,30,0,110,0,0,0,0,0,0
54,Kree,M,Employed,High School,Yes,10 or more,3K to 4K,Rental house - flat,,Local brand car,600,0,Own transport,900,0,700,600,500,0,0,0,0
75,Skrull,F,Unemployed,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
66,Skrull,M,Government retiree,Bachelor's Degree,Yes,2,3K to 4K,Own house - bungalows,,Asia brand car,,,,300,0,150,800,800,0,0,0,0
49,Sapiens,F,Employed,High School,No,8,2K to 3K,Parent's house,,Local brand car,0,0,,1000,0,150,500,0,0,0,1000,0
59,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,600,0,100,400,500,0,0,0,0
31,Sapiens,M,Employed,High School,No,2,2K to 3K,Parent's house,,Local brand car,0,0,,400,0,600,300,0,1000,0,300,0
63,Kree,F,Unemployed,Diploma,Yes,4,Less than 1K,Rental house - flat,Below 100K,Did not own any vehicle,124,,Own transport,0,,200,500,0,,,,
28,Kree,M,Employed,High School,No,10 or more,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,400,0,0,200,0,0,0,0,0
44,Kree,M,Employed,Bachelor's Degree,Yes,5,8K to 9K,Own house - double storey terrace,500K to 600K,Asia brand car,0,1400,Public transport,2000,0,400,1000,500,0,0,400,0
59,Skrull,M,Employed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport & Public transport,150,0,150,0,0,0,0,0,0
41,Kree,M,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - one storey terrace,100K to 200K,Motorcycle,0,900,Own transport,200,0,600,1500,600,0,0,0,0
61,Kree,M,Private sector retiree,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,,Asia brand car,0,0,Own transport,200,0,250,1000,1000,0,0,0,0
47,Kree,F,Employed,High School,No,1,1K to 2K,Rental house - flat,,Motorcycle,400,0,Own transport & Public transport,250,0,100,500,0,320,0,0,0
68,Skrull,F,Unemployed,High School,No,1,,Rental house - single storey,,Local brand car,500,0,Own transport,700,0,100,300,0,0,0,0,0
43,Kree,F,Employed,Bachelor's Degree,No,1,4K to 5K,Parent's house,,Local brand car,0,0,Own transport,200,0,20,200,0,0,0,0,0
60,Skrull,M,Employed,High School,Yes,3,2K to 3K,Own house - one storey terrace,100K to 200K,Asia brand car,0,0,Own transport,600,0,500,500,200,0,0,0,0
24,Sapiens,F,Employed,Diploma,No,4,2K to 3K,Parent's house,,Did not own any vehicle,0,0,Own transport,100,0,40,200,0,0,0,0,0
55,Skrull,M,Self-employed,High School,Yes,5,3K to 4K,Own house - one storey terrace,400K to 500K,Asia brand car,,1400,Own transport,1200,,100,1000,0,200,0,0,0
34,Sapiens,M,Employed,High School,No,1,1K to 2K,Rental house - single storey,,Did not own any vehicle,700,0,Public transport,0,200,0,200,0,0,0,0,0
36,Kree,M,Unemployed,Diploma,Yes,6,5K to 6K,Own house - one storey terrace,300K to 400K,Local brand car,0,1250,Own transport,2500,0,750,1000,1000,650,250,630,
47,Others,F,Self-employed,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,150,0,10,300,200,0,0,0,0
77,Skrull,M,Private sector retiree,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Asia brand car,0,0,Own transport,650,0,120,0,0,0,0,200,0
45,Kree,F,Employed,High School,Yes,5,4K to 5K,Own house - one storey terrace,100K to 200K,Local brand car,0,700,Own transport,600,0,0,0,400,0,0,0,0
28,Kree,M,Employed,Bachelor's Degree,No,3,2K to 3K,Parent's house,400K to 500K,Asia brand car,,0,Own transport,500,,300,500,0,,200,,
33,Kree,F,Self-employed,Bachelor's Degree,Yes,2,4K to 5K,Rental house - single storey,,Local brand car,500,0,Own transport,500,0,800,1500,0,0,50,0,0
61,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - one storey terrace,Below 100K,,0,0,,0,50,150,200,0,0,0,0,0
60,Sapiens,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,200,500,0,0,0,0,0
38,Sapiens,M,Employed,Bachelor's Degree,Yes,3,5K to 6K,Own house - double storey terrace,100K to 200K,Did not own any vehicle,0,0,,0,0,500,1000,1000,0,0,0,0
37,Sapiens,M,Employed,Certificates,Yes,6,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,800,0,600,800,1000,0,0,0,0
65,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,300,500,0,0,0,0,0
60,Kree,M,Employed,High School,Yes,5,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,180,0,0,1000,0,0,0,0,0
25,Kree,M,Employed,Diploma,No,1,1K to 2K,Rental house - single storey,,Local brand car,0,0,Own transport,600,0,100,600,0,0,0,0,0
61,Kree,M,Government retiree,Certificates,Yes,2,3K to 4K,Parent's house,,Asia brand car,200,0,Own transport,1000,0,500,1000,500,0,0,0,0
39,Others,F,Unemployed,High School,Yes,6,1K to 2K,Rental house - single storey,Below 100K,Motorcycle,450,,Own transport,0,,0,500,300,,,,
35,Kree,M,Employed,Diploma,Yes,4,4K to 5K,Rental house - flat,Below 100K,Local brand car,500,0,Own transport,1000,0,300,1000,1000,0,0,650,0
52,Skrull,F,Unemployed,Diploma,Yes,5,5K to 6K,Own house - double storey terrace,Below 100K,Did not own any vehicle,,0,Own transport,0,,1500,2000,0,,,,
69,Kree,F,Private sector retiree,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,300,0,0,0,0,0
67,Kree,F,Unemployed,High School,Yes,3,1K to 2K,Own house - one storey terrace,Below 100K,Motorcycle,0,200,,100,0,180,600,0,400,0,0,0
65,Skrull,M,Government retiree,High School,Yes,4,1K to 2K,Own house - bungalows,Below 100K,Motorcycle,0,400,Own transport,50,0,200,600,100,0,0,0,0
49,Kree,M,Employed,High School,Yes,3,Less than 1K,Rental house - kampung / wooden house,,Local brand car,100,0,Own transport,20,0,50,300,0,0,0,0,0
33,Kree,M,Unemployed,Bachelor's Degree,Yes,2,4K to 5K,Parent's house,Below 100K,Motorcycle,0,0,Own transport,100,0,300,500,0,0,170,0,0
67,Kree,M,Unemployed,Bachelor's Degree,Yes,3,5K to 6K,Own house - bungalows,More than 1M,Europe brand car,,2000,Own transport,1000,,3000,1000,0,,,,
64,Sapiens,M,Employed,High School,Yes,3,1K to 2K,Own house - one storey terrace,100K to 200K,Motorcycle,0,0,Own transport,800,0,0,0,0,0,0,0,0
82,Sapiens,M,Private sector retiree,High School,Yes,2,Less than 1K,Own house - bungalows,500K to 600K,Asia brand car,0,0,Own transport,1000,0,400,5000,0,0,0,0,0
62,Kree,M,Self-employed,High School,Yes,2,2K to 3K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,300,Public transport,0,300,300,350,300,0,0,0,0
55,Sapiens,M,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - bungalows,800K to 1M,Asia brand car,0,9000,Own transport,4000,0,800,3000,5000,0,0,0,0
58,Skrull,F,Unemployed,High School,Yes,4,2K to 3K,Own house - flat,Below 100K,Asia brand car,,,Own transport,300,,200,1000,0,,,,
26,Kree,F,Employed,Diploma,Yes,3,3K to 4K,Parent's house,,Local brand car,0,0,Own transport,1000,0,500,300,700,0,0,0,0
51,Kree,M,Employed,Diploma,Yes,7,7K to 8K,Own house - double storey terrace,600K to 700K,Local brand car,0,2000,Public transport,0,200,500,1500,600,1000,0,0,0
39,Skrull,M,Employed,Diploma,Yes,4,8K to 9K,Own house - one storey terrace,400K to 500K,Europe brand car,,1700,Own transport,500,,600,1000,1200,0,0,0,0
39,Sapiens,F,Unemployed,Diploma,Yes,5,2K to 3K,Own house - double storey terrace,200K to 300K,Local brand car,0,0,,0,0,180,500,0,0,0,0,0
38,Skrull,M,Employed,High School,Yes,5,5K to 6K,Own house - condominiums,100K to 200K,Asia brand car,0,900,Own transport,1800,0,400,1000,1000,0,0,0,0
71,Skrull,M,Employed,High School,Yes,2,Less than 1K,Rental house - single storey,,Local brand car,0,0,Own transport,300,0,300,1000,0,0,0,0,0
38,Kree,M,Employed,High School,No,4,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,50,0,200,500,0,0,0,0,0
42,Sapiens,F,Unemployed,High School,Yes,3,Less than 1K,Rental house - kampung / wooden house,,Local brand car,0,0,Own transport,200,0,0,500,0,0,0,0,0
67,Sapiens,M,Employed,High School,Yes,3,1K to 2K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,300,0,450,800,0,0,0,0,0
49,Skrull,M,Employed,High School,Yes,6,3K to 4K,Own house - flat,Below 100K,Asia brand car,550,0,Own transport,200,0,150,450,160,0,0,0,0
32,Kree,F,Self-employed,Bachelor's Degree,No,1,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,100,0,100,200,0,0,300,0,0
28,Kree,M,Employed,Bachelor's Degree,No,3,5K to 6K,Rental house - condominiums,300K to 400K,Asia brand car,1000,,Own transport,1130,,800,300,0,,100,830,
27,Sapiens,F,Employed,High School,Yes,4,3K to 4K,Parent's house,,Asia brand car,0,0,Own transport,50,0,50,300,500,0,0,0,0
64,Kree,M,Government retiree,High School,Yes,3,Less than 1K,Own house - kampung / wooden house,Below 100K,Asia brand car,,0,Own transport,200,,500,600,0,,,,
63,Sapiens,M,Employed,High School,Yes,4,1K to 2K,Rental house - flat,,Did not own any vehicle,380,0,,0,0,100,1500,0,0,0,0,0
48,Kree,M,Employed,High School,Yes,2,5K to 6K,Own house - one storey terrace,300K to 400K,Local brand car,,970,Own transport,1100,,70,300,0,190,0,0,0
27,Sapiens,F,Employed,Bachelor's Degree,No,4,2K to 3K,Own house - double storey terrace,400K to 500K,Local brand car,0,0,Own transport,200,0,400,600,0,0,0,300,0
47,Kree,M,Self-employed,High School,Yes,4,3K to 4K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,0,Own transport,300,,150,500,1500,0,0,0,0
71,Kree,F,Unemployed,High School,Yes,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,100,0,0,0,0,0
37,Others,M,Employed,High School,No,1,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,40,0,60,400,120,0,0,0,0
62,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
69,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,100,600,0,0,0,0,0
51,Kree,M,Employed,High School,Yes,4,1K to 2K,Own house - flat,100K to 200K,Local brand car,0,480,Own transport,200,0,100,400,150,0,0,0,0
41,Sapiens,M,Employed,High School,Yes,4,8K to 9K,Own house - one storey terrace,600K to 700K,Europe brand car,0,0,,0,0,650,1000,90,0,0,1000,0
57,Skrull,F,Unemployed,High School,Yes,2,Less than 1K,Rental house - flat,,Did not own any vehicle,300,0,,0,0,80,300,0,0,0,0,0
66,Kree,F,Private sector retiree,High School,Yes,3,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,300,0,0,0,0,0
33,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Own house - one storey terrace,100K to 200K,Local brand car,,800,Own transport,600,,300,300,800,,,1150,
27,Sapiens,F,Unemployed,Diploma,No,3,2K to 3K,Parent's house,Below 100K,Local brand car,0,,Own transport,670,,0,500,0,,455,450,
28,Kree,F,Employed,Bachelor's Degree,No,4,Less than 1K,Parent's house,,Local brand car,0,0,Own transport,550,0,300,100,0,0,100,0,0
28,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,200,0,200,400,50,0,0,0,0
63,Sapiens,M,Private sector retiree,High School,Yes,4,Less than 1K,Own house - double storey terrace,More than 1M,Local brand car,0,0,Own transport,400,0,300,600,0,0,0,0,0
29,Sapiens,F,Employed,High School,No,2,2K to 3K,Parent's house,,Did not own any vehicle,0,0,Own transport,300,0,400,800,0,0,0,0,0
50,Sapiens,M,Employed,Bachelor's Degree,Yes,3,10K or more,Own house - condominiums,600K to 700K,Asia brand car,0,2000,Own transport,1700,0,500,2000,300,0,0,0,0
55,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,60,0,100,500,100,0,0,0,0
40,Sapiens,M,Employed,Bachelor's Degree,No,1,3K to 4K,Parent's house,100K to 200K,Asia brand car,0,0,Own transport,300,0,200,1000,0,600,0,0,0
61,Kree,F,Unemployed,High School,Divorcee,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,50,500,0,0,0,0,0
37,Others,F,Self-employed,Diploma,Yes,6,3K to 4K,Own house - kampung / wooden house,100K to 200K,Local brand car,0,1600,Own transport,600,0,300,800,600,0,0,0,0
39,Skrull,F,Employed,High School,Yes,5,1K to 2K,Own house - flat,Below 100K,Did not own any vehicle,0,0,,0,60,600,0,400,0,0,0,0
63,Skrull,F,Private sector retiree,Bachelor's Degree,Yes,5,Less than 1K,Own house - condominiums,More than 1M,Asia brand car,0,8000,Own transport,400,0,2000,3000,20000,0,0,0,3000
28,Sapiens,F,Employed,Diploma,No,5,3K to 4K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,400,0,500,200,0,0,0,0
59,Kree,M,Employed,High School,Yes,2,3K to 4K,Own house - one storey terrace,,Local brand car,0,1500,Own transport,300,0,500,200,0,400,0,0,0
55,Skrull,F,Unemployed,High School,Yes,4,1K to 2K,Own house - double storey terrace,200K to 300K,Did not own any vehicle,,,,,,800,500,0,,,,
55,Skrull,M,Employed,High School,Yes,4,2K to 3K,Own house - one storey terrace,200K to 300K,Asia brand car,0,1000,Own transport,200,0,100,500,0,0,0,0,0
59,Skrull,F,Others,High School,Yes,7,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,1000,700,0,0,0,0,0
43,Sapiens,M,Employed,Bachelor's Degree,No,1,2K to 3K,Own house - condominiums,300K to 400K,Local brand car,0,0,Own transport,300,0,300,1000,0,0,0,0,0
68,Sapiens,F,Unemployed,High School,Divorcee,4,Less than 1K,Parent's house,,Did not own any vehicle,400,0,,0,0,100,120,0,0,0,0,0
55,Skrull,F,Unemployed,High School,Yes,2,,Parent's house,,Asia brand car,0,0,Own transport,100,0,500,1000,0,0,0,0,0
45,Others,F,Employed,High School,Yes,6,2K to 3K,Parent's house,100K to 200K,Local brand car,,0,Own transport,1000,,1000,500,600,1000,,650,
38,Sapiens,M,Employed,High School,Yes,3,5K to 6K,Parent's house,,Local brand car,0,0,Own transport,2000,0,0,2500,1000,0,0,0,0
53,Kree,M,Unemployed,High School,Yes,3,Less than 1K,Own house - one storey terrace,Below 100K,Asia brand car,0,350,,1000,0,200,500,0,0,0,0,0
61,Kree,M,Unemployed,Diploma,Yes,5,Less than 1K,Own house - kampung / wooden house,300K to 400K,Local brand car,0,0,Own transport,70,0,200,350,0,370,0,0,0
32,Skrull,M,Unemployed,High School,Yes,5,2K to 3K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Public transport,150,0,200,500,0,0,0,0,0
52,Skrull,F,Unemployed,High School,Yes,7,Less than 1K,Own house - one storey terrace,100K to 200K,Motorcycle,0,810,,0,0,200,500,0,0,0,0,0
56,Sapiens,F,Unemployed,High School,Yes,4,Less than 1K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,200,0,400,700,0,0,0,0,0
36,Kree,F,Unemployed,High School,Divorcee,6,Less than 1K,Rental house - flat,,Did not own any vehicle,250,0,Public transport,0,100,250,300,500,0,0,150,0
69,Sapiens,M,Private sector retiree,High School,Yes,3,Less than 1K,Own house - bungalows,200K to 300K,Europe brand car,0,0,Own transport,200,,200,1000,0,0,0,0,0
52,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,250,0,Own transport,50,0,50,200,50,0,0,0,0
28,Kree,F,Employed,Bachelor's Degree,No,4,3K to 4K,Rental house - flat,,Local brand car,400,0,Own transport,700,0,100,400,0,0,100,0,0
33,Kree,F,Unemployed,High School,Yes,5,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,100,0,0,500,200,0,0,0,0
67,Skrull,F,Unemployed,High School,Yes,5,Less than 1K,Own house - one storey terrace,100K to 200K,Did not own any vehicle,0,1000,,0,0,300,0,0,0,0,0,0
55,Kree,M,Others,Diploma,Yes,4,Less than 1K,Rental house - single storey,100K to 200K,Asia brand car,0,400,,0,0,400,0,0,0,0,0,0
39,Sapiens,F,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - one storey terrace,200K to 300K,Asia brand car,0,2000,Own transport,1000,0,600,3000,3000,0,1000,0,0
33,Sapiens,M,Employed,Bachelor's Degree,No,2,4K to 5K,Parent's house,,Asia brand car,0,0,Own transport,450,0,1200,200,300,0,0,0,0
67,Skrull,M,Government retiree,High School,Yes,3,Less than 1K,Own house - one storey terrace,300K to 400K,Local brand car,0,1000,,100,0,300,600,0,0,0,0,0
53,Kree,F,Employed,Bachelor's Degree,Yes,5,7K to 8K,Own house - one storey terrace,Below 100K,Local brand car,0,1000,Own transport,100,0,100,1000,1000,600,0,0,0
27,Sapiens,F,Employed,Bachelor's Degree,Yes,2,1K to 2K,Parent's house,Below 100K,Local brand car,0,0,,200,0,100,500,0,0,0,0,0
27,Skrull,M,Employed,High School,No,6,10K or more,Parent's house,,Local brand car,0,0,Own transport,300,0,3000,2000,0,0,0,0,0
69,Kree,F,Unemployed,High School,Yes,6,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,100,0,0,0,0,0,0
38,Sapiens,M,Employed,Diploma,Yes,7,2K to 3K,Own house - double storey terrace,Below 100K,Local brand car,0,1000,Own transport,450,0,500,600,200,0,0,0,0
43,Kree,M,Employed,Bachelor's Degree,Yes,3,10K or more,Own house - one storey terrace,100K to 200K,Asia brand car,,900,Own transport,1040,,600,600,0,800,,1700,
66,Sapiens,F,Government retiree,High School,Yes,5,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,100,,400,800,0,0,0,0,0
61,Sapiens,M,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,50,0,100,0,0,0,0,0,0
36,Kree,F,Employed,Bachelor's Degree,Yes,4,10K or more,Own house - double storey terrace,600K to 700K,Asia brand car,,2000,Own transport,2700,,2500,1000,1500,,,4500,
70,Skrull,M,Unemployed,High School,Yes,7,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,30,0,0,0,0,0,0,0,0
53,Sapiens,M,Employed,High School,Yes,4,,,,,0,0,,0,0,0,0,0,0,0,0,0
45,Kree,F,Unemployed,High School,Yes,8,1K to 2K,Rental house - single storey,,Local brand car,480,0,,0,0,100,500,0,0,0,0,0
68,Skrull,M,Unemployed,High School,Yes,2,Less than 1K,Own house - double storey terrace,100K to 200K,Did not own any vehicle,0,0,,0,0,100,300,0,0,0,0,0
30,Sapiens,M,Self-employed,Certificates,Yes,2,9K to 10K,Rental house - single storey,,Asia brand car,600,0,Own transport,1000,0,300,1000,0,0,0,0,0
25,Sapiens,M,Unemployed,Bachelor's Degree,No,5,,Parent's house,,Local brand car,0,0,Own transport,200,0,0,0,0,0,0,0,0
60,Sapiens,M,Unemployed,Diploma,Yes,5,3K to 4K,Own house - flat,200K to 300K,Asia brand car,0,0,Own transport,400,0,300,2000,0,600,0,0,0
59,Skrull,M,Employed,High School,Yes,7,3K to 4K,Own house - one storey terrace,100K to 200K,Local brand car,0,700,,800,0,500,2000,0,0,0,1000,0
44,Sapiens,F,Employed,Diploma,Yes,5,5K to 6K,Rental house - flat,Below 100K,Did not own any vehicle,800,0,,0,0,0,100,800,0,0,0,0
72,Kree,M,Government retiree,High School,Yes,6,1K to 2K,Own house - kampung / wooden house,Below 100K,Asia brand car,0,0,Own transport,90,0,150,1200,0,0,0,0,0
44,Sapiens,M,Employed,High School,Yes,5,Less than 1K,Rental house - single storey,,Local brand car,600,0,Own transport,1000,0,0,2000,400,0,0,0,0
52,Sapiens,M,Self-employed,High School,Yes,4,2K to 3K,Own house - one storey terrace,Below 100K,Asia brand car,0,0,Own transport,500,0,150,1000,1000,0,0,0,0
29,Kree,F,Unemployed,Diploma,Yes,3,2K to 3K,Own house - one storey terrace,,Local brand car,500,0,Own transport,0,0,200,400,400,420,0,0,0
39,Sapiens,F,Self-employed,Certificates,Yes,4,3K to 4K,Own house - one storey terrace,400K to 500K,Asia brand car,0,2000,Own transport,500,0,100,1000,400,0,0,200,0
